ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseRoom,houseOrientation,houseAge
1066,青羊同仁路通惠门路69号长富新城,104.04517923191416,30.66643188680944,27713,390.0,140.73,3,7,南北,20.0
1067,双流航空港成白路235号景逸华宅,104.01319493585676,30.56154258130977,11495,63.0,54.81,2,4,北,9.0
1068,郫都红光幸福路北一段169号时代水岸康城,103.94115338910194,30.78853246972159,8854,66.0,74.55,3,6,南,11.0
1069,崇州崇州城区江源南路隆腾蜀州府,103.6859996350935,30.614825395430763,8950,89.8,100.34,3,7,南北,4.0
1070,金堂金堂城区金凤路456号朗诗未来街区,104.39504012469924,30.85172231410798,6072,73.8,121.56,4,8,南北,4.0
1071,武侯五大花园沙堰西二街20号中央花园二期,103.99448562089653,30.656523841595405,8261,95.0,115.0,4,8,南北,24.0
1072,青羊天府广场东华门街53号富力史丹尼国际公寓,104.06717267559168,30.667371644416928,27727,150.0,54.1,1,4,南北,12.0
1073,崇州羊马新城大道恒大西辰绿洲,103.75660620110511,30.660907632372275,5893,48.0,81.46,2,5,南北,4.0
1074,郫都犀浦学园路148号怡景城市花苑,103.97470031049836,30.75766691578826,11484,62.0,53.99,2,5,南,12.0
1075,彭州彭州城区回龙西路136号中节能新时代广场,103.95932410659708,30.99979338983796,7604,76.8,101.0,3,7,南北,11.0
1076,青白江文体中心凤祥大道78号九州金色港湾,104.24643005573378,30.896231677258072,6143,43.0,70.0,2,5,南,10.0
1077,温江温江城区柳河路278号上栖美塾,103.82672397419438,30.698310476531308,8570,62.8,73.28,2,5,南北,14.0
1078,"天府新区正兴武汉路西段1533号,武汉路西段2333号建发中央湾区",104.0212229265076,30.44996975122501,12577,205.0,163.0,4,8,东北,4.0
1079,新都新都老城区学院路西段371号天府小区,103.9847768698139,30.827665089572363,4569,53.0,116.0,3,6,南,20.0
1080,金牛茶店子营康西路489号二十九所生活区丙区,104.03022993669994,30.696001091216647,9734,65.0,66.78,2,4,南北,24.0
1081,郫都蜀都万达檬柏西路131号万达华府二期(郫都),103.90550571821808,30.80870100112469,10442,71.0,68.0,2,4,南北,8.0
1082,新都新都新城区毗河东路6号万科双水岸(别墅),104.14630415523484,30.79064820125262,17923,480.0,267.82,6,11,东北,17.0
1083,新都石油大学学府路1555号成怡嘉苑,104.19630557829822,30.82904676182558,7680,96.0,125.0,3,7,南,18.0
1084,新都木兰观湖路365号保利湖心岛观湖苑贰,104.18117687263856,30.734772627704807,16884,260.0,154.0,6,11,南,5.0
1085,青白江青白江城区华金大道二段699号棠湖清江花语,104.24290027110256,30.887552577701204,6128,66.8,109.02,3,7,南,6.0
1086,金牛茶店子育新路282号保利堂悦,104.01509721672863,30.704489610536186,29848,405.0,135.69,4,8,南北,6.0
1087,大邑大邑城区雪山大道三段777号附2号保利中央公园,103.4918719173902,30.575116578198173,7151,75.8,106.0,3,7,南,7.0
1088,高新区金融城科华南路1366号招商大魔方玺悦,104.06848733411572,30.57633046823716,45589,620.0,136.0,3,7,东南,7.0
1089,新都新都老城区自富路157号新桂苑,104.14732338895672,30.810823864847176,4986,68.8,138.0,3,7,南,23.0
1090,温江温江城区云溪路338号柳城街办西街社区,103.83062131862344,30.6976727448038,7265,85.0,117.0,3,7,南北,25.0
1091,高新区中和新通南一路178号北大资源紫境府一期,104.0971522148118,30.52197328169492,29088,411.0,141.3,4,8,南,4.0
1092,青羊外光华西货站路355号紫御熙庭,103.97157226854756,30.68324935062615,24253,435.0,179.36,5,11,南,7.0
1093,大邑大邑城区西街95号惠山公馆,104.1115623527426,30.960346662104417,7878,99.0,125.68,3,7,南北,6.0
1094,郫都蜀都万达双柏路6号恒大帝景,103.9228549100104,30.79468416429997,9626,76.0,78.96,3,5,东南,8.0
1095,郫都团结环城东街二段956号府源欣区,103.97953753867816,30.812571813012926,3385,22.0,65.0,2,5,南北,14.0
1096,双流东升镇藏卫路南二段699号时代锦城,103.91530393229034,30.55851195844116,13652,99.0,72.52,2,4,南北,12.0
1097,双流航空港机场路常乐二段52号温哥华花园(四期),103.9843423221226,30.577194454782617,11014,69.0,62.65,2,4,南北,11.0
1098,郫都红光红光路256号阳光小筑(二期),103.94060402936616,30.781545214326737,7460,45.5,61.0,2,5,南,15.0
1099,"温江温江城区南熏大道三段878号,柳城杨柳西路中段66号,柳台大道东段61号海峡新城",103.82162444900996,30.68907463079556,7227,85.0,117.63,3,7,南北,14.0
1100,龙泉驿阳光城圣景路208号优诗美地,104.30079594249126,30.60311431718593,5195,80.0,154.0,3,7,南,21.0
1101,金牛抚琴小区抚琴东南路1号抚琴小区,104.03727192419582,30.67866837070145,12444,72.0,57.86,2,5,南北,25.0
1102,高新区南延线吉龙一街333号朗基和今缘,104.08881476700644,30.5413507308266,26430,336.0,127.13,4,8,南北,5.0
1103,武侯桐梓林新希望路9号锦官新城西区,104.06823852023687,30.62117844734516,18726,550.0,293.71,5,9,南北,21.0
1104,高新区大源盛治街777号朗诗熙华府,104.03953282559696,30.55587038590114,46154,720.0,156.0,4,8,南,5.0
1105,温江金马镇新村路66号金穗苑(温江),103.80041678410431,30.64867054817445,7708,158.0,205.0,4,8,南北,8.0
1106,双流航空港长城路一段185号翰林书院,103.98617592801106,30.55717305264857,8668,145.0,167.3,4,8,西南,16.0
1107,温江温江城区温泉大道四段283号悦水蓝山(别墅),103.81516907915903,30.64734636465069,9444,198.0,209.66,4,10,南北,9.0
1108,双流东升镇航都大街99号国奥村(别墅),103.91479911518438,30.591737729912747,20479,385.0,188.0,4,9,南北,9.0
1109,锦江九眼桥宏顺街160号新希望D10天府,104.09476418999738,30.64500498865912,49787,970.0,194.83,3,8,东北,2.0
1110,双流蛟龙港九江街道文楠路172号贵通御苑双楠城,103.91419274407758,30.61009613649018,11819,208.0,176.0,5,10,北,7.0
1111,金牛沙湾金沙路44号金沙路44号院,104.04287971736272,30.69003398590539,9434,62.0,65.72,2,5,南北,26.0
