ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseRoom,houseOrientation,houseAge
207,"徐汇徐家汇斜土路2365弄,斜土路2183弄,斜土路2167弄,斜土路2367弄,斜土路2171号-2375号谨斜小区",121.45492637347603,31.199678842193624,63030,335,53.15,2,4,南,32.0
208,"浦东临港新城方竹路88弄,方竹路222弄,方竹路333弄滴水湖馨苑(公寓住宅)",121.91537532025298,30.90017738898808,26540,215,81.01,3,6,南北,12.0
209,闵行七宝中春路8889弄55支弄万科城花新园,121.34155698421698,31.159538223336856,69864,708,101.34,2,5,南,10.0
210,杨浦控江路控江四村1-165号控江四村,121.53287895300943,31.29153854959312,43620,269,61.67,2,4,南北,32.0
211,松江松江新城新松江路1388弄紫东新苑,121.21491234630092,31.047409281325514,30944,385,124.42,2,6,南,19.0
212,普陀万里城水泉路99弄1-18号达安春之声花园(西区),121.40813031573089,31.273530792984413,63277,718,113.47,3,7,南北,16.0
213,普陀光新石泉路18弄宝华城市之星,121.43626308837017,31.26044935747112,126783,1298,102.38,2,5,南,6.0
214,徐汇衡山路永嘉路750号永嘉路750号大厦,121.45318662519485,31.21033654084631,95990,96,10,2,5,南北,6.0
215,浦东御桥御桥路1679弄1-38号万科海上传奇(一二期),121.57396749970347,31.16454127801387,117623,1118,95.05,3,6,南,6.0
216,虹口四川北路华昌路183弄华清名苑,121.48180142857079,31.269913757560506,90777,998,109.94,2,5,南,21.0
