ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseLivingRoom,houseBathroom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum,subwayAround,parkAround,schoolAround,busAround,shopping_mallAround
133,"长宁仙霞水城路23弄,水城路47弄6-20号,水城路21弄,水城路45弄,水城路21弄13支弄,水城路45弄21支弄虹日小区",121.38660068729733,31.203212164161158,54339,315,57.97,2,2,1,南北,34.0,1,,中层,6.0,1,0,10,10,10
134,松江泗泾城松路58弄新凯城兰馨苑,121.24338108993408,31.11429201906646,29077,209,71.88,2,2,1,南北,9.0,1,,高层,15.0,1,1,7,10,10
135,浦东曹路海鹏路380弄金海华城悦虹雅苑,121.67360665441493,31.290474835325114,38015,278,73.13,2,1,1,南北,4.0,1,,低层,17.0,0,0,10,10,10
136,黄浦淮海中路淮海中路111号时代豪庭,121.47353882356371,31.22616332331883,66035,383,58,2,2,2,南,8.0,1,满五年,低层,20.0,4,10,10,10,10
137,徐汇田林华石路88弄尚汇豪庭(一期三期),121.42628616879556,31.181200947173913,126734,1910,150.71,3,2,3,南,3.0,0,,中层,9.0,2,1,10,10,10
138,宝山共富新村共富路156弄共富二村,121.42701020752793,31.350026224899874,31479,280,88.95,2,2,1,南,20.0,0,,高层,6.0,1,0,4,10,10
139,静安新客站天目西路218号嘉里不夜城,121.45215723379388,31.24703632460717,44174,580,131.3,3,2,2,南北,5.0,1,满五年,中层,39.0,3,2,10,10,10
140,普陀环球港凯旋北路1555弄60-74号华府樟园,121.40968200046079,31.226608845196274,130140,1380,106.04,2,2,1,南北,11.0,0,,中层,20.0,2,2,10,10,10
141,宝山高境高境二村1-235号高境二村,121.47491404558855,31.32396112998808,42346,312,73.68,2,1,1,南,29.0,1,,高层,6.0,1,2,10,10,10
142,嘉定江桥新城鹤友路336弄万达城市公寓,121.31972179729082,31.23910725739292,56601,620,109.54,3,2,1,南北,13.0,0,,中层,17.0,0,1,6,10,10
143,浦东曹路银峰路549弄1-171号银丰苑,121.68358382680502,31.269072723433297,35045,185,52.79,1,1,1,南,17.0,1,,低层,6.0,0,1,10,10,10
144,"浦东三林尚博路485弄,尚博路569弄湾流域城(一期)",121.51200408086615,31.14906833415639,82437,728,88.31,3,2,1,南北,14.0,0,,中层,6.0,2,0,10,10,10
145,杨浦东外滩长阳路1220弄霍兰公寓,121.52217077241622,31.267502566714224,61317,570,92.96,3,0,1,南,31.0,1,,中层,29.0,2,2,10,10,10
146,宝山杨行梅林路866弄宝虹水岸景苑(东区),121.43059373794277,31.372854838765136,38911,320,82.24,2,2,1,南北,12.0,1,满五年,高层,18.0,1,0,2,10,10
147,宝山杨行镇泰路111弄万科四季花城(111弄公寓住宅),121.43993415905531,31.386995678117103,37077,490,132.16,3,2,2,南,18.0,1,,中层,11.0,1,1,1,10,10
148,"徐汇田林钦州路760,780,820号钦州公寓",121.42308073779225,31.17766484845471,64317,498,77.43,2,1,1,南北,28.0,0,,中层,18.0,2,1,10,10,10
149,浦东世博昌里东路320弄新昌里公寓,121.50675520662932,31.17789893121458,61806,590,95.46,2,2,1,南北,19.0,1,,中层,6.0,2,3,10,10,10
150,浦东金桥东陆路429弄1-54号伟业金锦苑东方丽景,121.58335890668799,31.28333039975194,61937,598,96.55,2,2,1,南北,19.0,0,,中层,13.0,1,0,10,10,10
151,"浦东金桥长岛路823弄,长岛路825弄碧云新天地家园(一期)",121.58726573899659,31.262652816979177,68947,1399,202.91,5,2,3,南北,21.0,0,,高层,6.0,2,2,10,10,10
