ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseLivingRoom,houseBathroom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum,subwayAround,parkAround,busAround,schoolAround,shopping_mallAround
208,岳麓梅溪湖北看云路108号惠天然梅岭国际,112.87654585965947,28.195680877334084,14295,135,94.44,3,2,1,南,8.0,1,满五年,高层,32.0,1,1,10,10,10
209,岳麓洋湖湿地公园学士路江山帝景哈佛,112.92232523185505,28.12961884091196,10527,100,95,3,2,1,南北,7.0,0,满五年,高层,32.0,0,4,10,2,10
210,岳麓湖南财专金星南路29号中一九骏,112.91538724076428,28.20438920881855,11603,102,87.91,3,2,1,南北,10.0,1,,高层,33.0,2,5,10,10,10
211,星沙泉塘东六路178号海德公园,113.10723810674183,28.224590718810084,8945,72.8,81.39,3,2,1,南北,7.0,0,,中层,33.0,0,1,10,10,10
212,芙蓉马王堆远大一路847号山水华景,113.03251560550777,28.202016726569447,7848,72.8,92.77,3,2,1,南,16.0,1,满二年,低层,28.0,5,4,9,10,10
213,望城玫瑰园金星北路208号时代倾城(二期),112.9286134222206,28.2809405565727,8915,75.6,84.81,2,2,1,南,8.0,1,满五年,中层,34.0,0,1,9,10,10
214,雨花树木岭劳动东路139号新城新世界,113.0157775067159,28.16181848927328,11075,100,90.3,3,2,1,南,9.0,1,满五年,低层,18.0,1,1,10,10,10
215,岳麓含浦象嘴路建工象山国际,112.89575417977093,28.128163557304326,11180,135,120.76,3,2,2,南北,3.0,0,满五年,低层,33.0,0,0,10,10,10
216,岳麓含浦学士路177号洋湖style,112.89631934551531,28.1304739981738,7242,67,92.52,3,2,1,南北,5.0,0,满五年,低层,29.0,0,0,10,10,10
217,"岳麓观沙岭银杉路,近佑母塘路阳光丽城(二期)",112.94134611233738,28.250686137187596,15665,142,90.65,3,2,1,南,6.0,1,满五年,低层,23.0,0,5,10,10,10
218,雨花时代阳光大道时代阳光大道489号中航城国际社区(南区),113.04372040997063,28.099229143645854,11214,152,135.55,4,2,2,南北,8.0,1,,中层,27.0,2,3,10,7,10
219,"天心暮云万家丽南路,近金海路丽发新城",113.01458159758431,28.064522781702408,7344,60,81.7,2,2,1,南北,6.0,0,,高层,21.0,0,0,9,10,10
220,星沙泉塘黄兴大道东方美地,113.12319691686082,28.201674928977972,8227,79.8,97,3,2,2,南,6.0,0,满五年,中层,32.0,0,1,10,4,10
221,天心省政府友谊路958号克拉美丽山庄,112.96495918155792,28.129752891847442,10043,138,137.41,4,2,2,南北,6.0,0,满二年,中层,30.0,0,3,10,3,10
222,雨花韶山南路香樟路583号旭辉香樟公馆,113.01537773058314,28.142086977451413,13406,128,95.48,3,2,2,南北,5.0,1,满五年,高层,34.0,1,3,10,10,10
223,开福开福周边鹅秀路万境潇湘,112.94443637732132,28.309706208626523,13098,183,139.72,4,2,2,南北,4.0,0,满五年,高层,33.0,0,2,2,0,8
224,岳麓观沙岭岳华路中交里城,112.9414826268994,28.24141533863191,11421,146,127.84,4,2,2,南北,6.0,1,满五年,高层,30.0,0,4,10,10,10
225,开福北辰三角洲湘江北路三段1200号北辰三角洲奥城C2区,112.97877515315362,28.242322176649452,15187,180,118.53,3,2,2,南北,5.0,1,,高层,45.0,0,4,10,1,10
226,"天心天心区政府园艺路,近芙蓉南路兴汝金城",112.98622441656791,28.10119411908744,12909,168,130.15,4,2,2,南北,10.0,1,满五年,低层,17.0,1,2,10,7,10
227,星沙开元路凉塘东路家和院,113.16493482123045,28.245529392161167,7721,105,136,5,2,2,南北,8.0,1,,高层,33.0,0,1,8,2,10
228,"雨花万家丽南路汇金路,近黄谷路金地铂悦",113.00737434478017,28.082931667418972,11465,150,130.84,4,2,2,南,4.0,0,满二年,中层,24.0,1,2,10,10,10
229,"开福山语城芙蓉北路,近高冲路恒大御景天下",112.94653009420894,28.31755335272976,8271,88,106.4,3,2,1,南,2.0,0,,高层,32.0,0,0,8,3,10
230,雨花井湾子正塘坡路69号中建信和城,112.9988518110342,28.120575683932557,14478,200,138.15,4,2,2,南北,5.0,0,满五年,高层,32.0,1,1,10,9,10
231,天心芙蓉南路刘家冲南路599号碧桂园城市花园(天心),112.98654258349937,28.094855454184128,12321,138,112.01,3,2,2,南,11.0,1,满五年,中层,14.0,0,1,10,9,10
232,雨花树木岭航空路旭辉雨花郡,113.02208178659549,28.15805530182167,12788,149,116.52,3,2,2,南北,2.0,1,满五年,低层,34.0,1,2,10,10,10
233,星沙开元路东六路266号华润置地广场(一期),113.10717985847923,28.24992178587383,8207,71.8,87.49,3,2,1,南北,10.0,1,,中层,30.0,1,0,10,10,10
234,雨花井湾子井圭路9号(旧:井湾路458号)东方名都百草园,113.01122565461844,28.1239746409605,7049,102,144.72,4,2,2,南,18.0,0,满五年,中层,11.0,2,1,10,10,10
235,雨花左家塘桂花路248号佳天瑞宁花园,113.00007881682325,28.172981684327425,10341,142.8,138.1,3,2,2,南北,16.0,1,满五年,高层,32.0,6,1,10,10,10
236,"雨花雨花区政府体院路,近白冶路合能枫丹丽舍",113.04137297242231,28.128001448025028,9936,99.8,100.45,3,2,2,南北,6.0,1,,低层,32.0,1,3,10,10,10
237,岳麓银盆岭汉陵巷山水誉峰,112.94542755598853,28.21818648642809,11790,136,115.36,3,2,2,南北,9.0,1,满五年,高层,28.0,2,2,10,10,10
238,望城金星北王家湾路润和湘江天地(E区),112.93006578751249,28.28952178011133,11749,168,143,4,2,2,南北,5.0,1,满五年,高层,31.0,1,1,10,10,10
239,天心省政府书香路756号东能华府,112.96633293620124,28.10647274146256,10008,139,138.89,4,2,2,南北,7.0,0,满五年,中层,14.0,0,0,10,2,10
240,"岳麓洋湖湿地公园含浦中路,近联丰路邦盛水岸御园",112.92232523185505,28.12961884091196,12886,110,85.37,3,2,2,南北,6.0,0,满五年,低层,32.0,0,4,10,2,10
241,开福广电中心万家丽北路212号威尔士春天,113.03319449170353,28.228602190065097,11379,138.8,121.98,3,2,2,南北,7.0,1,满五年,中层,27.0,1,0,10,4,10
242,雨花桂花公园曙光中路302号长房天翼未来城,112.99425296094988,28.174829158668757,11093,148,133.42,3,2,2,南北,9.0,1,满五年,中层,34.0,6,0,10,10,10
243,雨花东塘劳动东路61号亚华香舍花都,112.99394062980232,28.17248728433087,11488,146,127.09,4,2,2,南北,19.0,1,满五年,低层,18.0,7,0,10,10,10
244,星沙开元路东四路方略城市广场,113.09720777940933,28.249771910246064,9888,86.8,87.79,3,2,1,南北,10.0,1,满五年,低层,34.0,1,0,10,10,10
245,"岳麓银盆岭含光路,近观沙路卓越中寰",112.95219439142254,28.24273028156423,16918,188,111.13,3,2,2,南北,4.0,1,满二年,低层,46.0,1,5,10,10,10
246,雨花圭塘体院路519号象屿优山美地,113.03771692956127,28.153638892130637,10421,121.8,116.89,3,2,2,南,14.0,1,满五年,中层,18.0,1,3,10,10,10
247,天心林科大青园路338号香溢豪庭,112.98579047685537,28.13563637259441,10242,138,134.74,3,2,2,南北,14.0,1,满五年,中层,17.0,0,1,10,10,10
248,雨花圭塘豆花塘路万科金域华府(三期),113.0324416336263,28.14776973242838,12858,112,87.11,3,2,1,南北,9.0,1,,高层,34.0,1,3,10,10,10
249,芙蓉马王堆嘉雨路189号省农广校单位房,113.02951129424164,28.20595311016753,6856,96,140.04,4,2,2,南,13.0,0,,高层,19.0,3,4,10,10,10
250,岳麓梅溪湖北东方红路今时艺苑,112.85860966667549,28.19473214693629,11853,105,88.59,3,2,1,南,7.0,1,满五年,高层,31.0,1,0,10,6,10
251,岳麓麓谷嘉运路中冶中央公园,112.84892006332501,28.22143081771175,11991,123.6,103.08,3,2,2,南,9.0,1,满五年,高层,17.0,0,0,10,10,10
252,望城普瑞大道普瑞大道二段888号富基世纪公园银杏园,112.8972965023245,28.299981692918266,5592,50,89.42,3,2,1,南,5.0,0,满五年,高层,32.0,0,0,10,2,10
253,芙蓉火车站竹园路1号华联花园,113.00333272764303,28.204470822996715,10133,125,123.36,4,2,2,南,15.0,1,满五年,低层,6.0,6,2,10,10,10
254,岳麓梅溪湖南梅溪湖路万科里梅溪郡(一期),112.89543531285487,28.18730235806776,20962,205,97.8,3,2,1,东南,7.0,1,,高层,26.0,2,4,10,10,10
255,岳麓银盆岭观沙岭路嘉湘华庭,112.95111820628546,28.238169204583397,14499,140,96.56,3,2,1,南北,5.0,1,满五年,中层,31.0,1,3,10,10,10
256,天心芙蓉南路芙蓉南路一段758号和庄(一期),112.97948508742893,28.132165929417777,11220,119.8,106.78,3,2,2,南北,8.0,1,满五年,中层,33.0,0,4,10,10,10
257,星沙开元路开元东路202号鹏基诺亚山林,113.10276223471055,28.246841736983917,10674,125,117.11,3,2,2,南,14.0,1,,,5.0,2,0,10,10,10
258,天心南门口西湖路33号鸿信大厦,112.96938440477703,28.186763349261525,12326,198,160.64,4,2,2,南北,20.0,1,满五年,高层,17.0,1,0,10,9,10
259,"望城金星北澳海路,近黄金大道澳海谷山府",112.89816652270868,28.27487498063825,7817,76,97.23,3,2,2,南,6.0,0,满五年,低层,11.0,0,1,10,3,10
260,岳麓洋湖湿地公园长湾路9号恒伟湘江时代,112.94048545307909,28.134505967187003,14291,185,129.46,4,2,2,南北,6.0,1,满五年,低层,32.0,0,3,10,10,10
261,天心新省政府南五凌路328号欧洲城,112.98911798513392,28.11201917213759,11356,156,137.38,3,2,2,南北,12.0,1,满五年,低层,18.0,2,4,10,7,10
262,雨花雨花亭新建西路23号中江国际花城,112.98351995150001,28.156368465221192,11070,145,130.99,3,2,2,南,17.0,1,满五年,中层,18.0,1,1,10,10,10
263,望城金星北潇湘北路润和湘江天地(一期),112.92813698577814,28.291238688724658,10918,119,109,4,2,1,南,4.0,1,满二年,低层,30.0,1,0,10,10,10
264,芙蓉汽车东站远大一路1389号芙蓉万国城MOMA,113.048383573081,28.208743249768766,9688,111.8,115.41,4,2,2,南北,6.0,1,,高层,33.0,2,2,10,10,10
265,芙蓉五一大道蓉园路79号京电花园,112.99968116235655,28.203282714249507,10547,135,128,3,2,2,南北,18.0,1,满五年,低层,9.0,5,3,10,10,10
266,雨花洞井铺洞井中路122号南城印象,113.01690060076012,28.122243628471374,13322,118,88.58,3,2,2,南,8.0,0,满五年,高层,32.0,2,1,10,10,10
267,天心天心区政府芙蓉南路二段88号绿地公馆,112.98136133696833,28.106132332582245,12839,161,125.4,3,2,2,南,11.0,1,满五年,高层,10.0,0,2,10,7,10
268,岳麓麓谷岳麓大道潇湘奥林匹克花园(一期),112.86485333445701,28.234962155735314,9184,86.5,94.19,3,2,1,南,9.0,1,满五年,中层,24.0,0,1,10,8,8
269,岳麓市政府含光路733号广泰锦苑,112.92015855820203,28.239484478573058,10295,125,121.42,4,2,2,南北,6.0,0,满五年,低层,34.0,0,2,10,6,10
270,"岳麓市政府谷丰北路,近茶子山西路卓越蔚蓝海岸(三期)",112.92075829344154,28.245307080384173,12969,140,107.95,3,2,2,南北,5.0,0,,高层,33.0,0,1,2,4,10
271,开福烈士公园东风路9号四季阳光花城,112.9849068515223,28.21548750558833,11186,145,129.63,3,2,2,南北,20.0,1,满五年,中层,15.0,2,0,10,10,10
272,岳麓梅溪湖北麓云路268号梅溪湖金茂悦(三期),112.88802610119005,28.19795740998396,16000,140,87.5,3,2,1,南,8.0,1,满五年,中层,33.0,2,8,10,10,10
273,星沙星沙大道星沙大道198号蓝山郡,113.08191941794904,28.256775085226433,7610,98,128.79,3,2,2,南北,10.0,1,满五年,高层,33.0,0,4,10,10,10
274,芙蓉火车站长岛路18号香格里嘉园,112.99859784215653,28.199342825465294,10834,130,120,3,2,2,南北,22.0,1,满五年,高层,20.0,6,5,10,10,10
275,岳麓观沙岭含光路77号恒大御景湾,112.9527391202999,28.240144854480345,13960,196.5,140.76,3,2,2,南北,9.0,1,满五年,中层,26.0,1,5,10,10,10
276,"星沙万家丽北路万家丽北路,近蟠龙路和悦城",113.05972804702755,28.284148439088106,6609,60.8,92,3,2,1,南,7.0,1,,高层,33.0,0,0,10,8,10
277,望城普瑞大道西雷锋大道金地自在城,112.86506776024208,28.279710373640263,5939,52,87.56,3,2,1,南,7.0,0,满五年,高层,33.0,0,0,0,0,1
278,开福北辰三角洲湘江北路三段1200号北辰三角洲奥城E4区,112.97801406560919,28.237168084434614,16291,228,139.96,4,2,2,南北,6.0,1,满五年,高层,30.0,0,5,10,2,10
279,开福马厂福元西路99号珠江花城花盛,112.98962358377234,28.2581083402078,10503,127,120.92,3,2,2,南北,8.0,1,满五年,中层,32.0,1,1,10,5,10
280,天心新开铺新姚北路308号丽水熙园,112.975140227844,28.136055452542145,12193,130,106.62,3,2,2,南北,5.0,1,满五年,高层,34.0,0,1,10,6,10
281,雨花树木岭圭塘路52号英郡年华(一期),113.01611226314431,28.146598133408055,10516,102,97,3,2,1,南,10.0,1,满五年,中层,18.0,1,2,10,10,10
282,雨花体育新城古曲南路198号茂华国际湘,113.03492574476117,28.16801208187928,10062,100,99.39,3,2,1,南北,12.0,1,,中层,11.0,3,3,10,10,10
283,开福湘雅医院芙蓉北路206号锦绣华天,112.98247471927422,28.253728739638806,11926,135,113.2,3,2,2,南北,16.0,1,满五年,中层,11.0,0,0,7,1,10
284,雨花劳动中路曲塘路城市山水豪园,113.02631459374676,28.15341620607085,10870,140,128.8,3,2,2,南北,11.0,1,满五年,高层,16.0,0,1,10,10,10
285,"星沙万家丽北路万家丽路,近水渡河路荣盛花语城",113.05558019671034,28.280389634866044,6954,89,128,4,2,2,南,7.0,1,满五年,高层,34.0,0,0,10,7,10
286,望城望城步行街潇湘北路华润桃源里(一期),112.82854993899846,28.373540930573473,8914,128,143.6,4,2,2,南北,4.0,0,满二年,高层,6.0,2,3,10,7,10
287,开福松桂园民主东街11号湖南省总工会大院,112.97296097729327,28.210328775230373,13610,105,77.15,4,2,2,南北,24.0,1,满五年,低层,6.0,0,0,10,10,10
288,岳麓市政府茶子山路19号新兴北京御园(一期),112.9267787691052,28.242915872220166,13751,188,136.72,4,2,2,南北,10.0,0,满五年,高层,27.0,0,2,10,10,10
289,芙蓉汽车东站隆平路218号中房瑞致国际,113.06786698430514,28.19718034361414,10336,132.8,128.49,3,2,2,南北,11.0,1,满五年,中层,28.0,1,6,10,6,10
290,望城雷锋大道北金星路109号晟通城,112.84139531986807,28.321329507708715,5336,52.8,98.96,3,2,1,南,11.0,0,满五年,高层,8.0,0,0,10,1,10
291,岳麓麓谷岳麓西大道560号荣盛花语馨苑,112.87229603454963,28.231972789263164,8591,76.8,89.4,3,2,1,南北,8.0,1,,中层,33.0,1,0,10,10,10
292,天心省政府友谊路332号青园,112.9872355786272,28.129237580748192,14181,230,162.2,4,2,2,南北,12.0,1,满五年,中层,30.0,1,4,10,10,10
293,星沙泉塘东六路华天LOHO小镇(西区),113.1079751468121,28.230524470113213,6495,57.8,89,3,2,1,南,16.0,0,满五年,低层,33.0,0,1,10,10,10
294,天心奥特莱斯广场披塘路中建芙蓉嘉苑北区,112.98878393047055,28.086567571575227,12172,150,123.24,4,2,2,南北,7.0,1,满五年,高层,15.0,2,0,10,7,10
295,岳麓科教新村阜埠河路218号科教新村,112.94475853815307,28.170123343681524,9859,99,100.42,3,2,1,南北,22.0,1,满五年,中层,7.0,1,0,10,10,10
296,雨花高桥朝晖路496号锦湘国际星城金丽苑,113.03099257040056,28.180077340934652,10960,140,127.74,3,2,2,南北,6.0,1,满五年,中层,33.0,2,2,10,10,10
297,岳麓梅溪湖南近湖二路1号中海梅溪湖壹号(一期),112.89528534673791,28.189845634841717,16242,159,97.9,3,2,1,南,8.0,0,满五年,低层,25.0,3,5,10,10,10
298,星沙松雅湖东四路268号恒大翡翠华庭,113.10146315875365,28.256041863658524,7727,112.8,145.99,4,2,2,南北,6.0,1,,低层,24.0,1,1,10,10,10
299,芙蓉窑岭韶山北路128号(旧:韶山路025号)城市花园,112.99025015240098,28.193111944387176,10545,125,118.54,3,2,2,南,15.0,1,满五年,低层,29.0,3,7,10,10,10
300,"开福马厂洪山西路,近福元西路万科城(一期)",112.98907047863496,28.252407563964788,11603,142,122.39,3,2,2,南北,11.0,1,满五年,高层,34.0,1,0,10,2,10
301,望城望城新区政府航空路1号山水蓝天,112.83964277600016,28.329519429399806,4173,38.8,93,3,2,2,南,7.0,0,满五年,高层,33.0,0,0,10,1,10
302,岳麓洋湖湿地公园坪塘路337号和顺洋湖壹号,112.93335768350178,28.13263245253067,13310,150,112.7,3,2,2,南北,8.0,1,满五年,中层,33.0,0,4,10,3,10
303,望城玫瑰园金星大道209号珠江东方明珠(三期),112.91392204689288,28.279878248491375,7270,65,89.42,2,2,1,南,8.0,0,满五年,中层,32.0,0,0,10,5,10
304,"开福马厂洪山西路,近福元西路万科城(二期B区)",112.9907882601637,28.250139394366947,12064,105,87.04,3,2,1,南北,10.0,1,满五年,低层,34.0,2,0,10,4,10
305,天心省政府杉木冲中路236号润屋美院,112.98554314250303,28.112372176592473,12756,110,86.24,3,2,1,南北,6.0,1,满五年,中层,17.0,1,3,10,4,10
306,"望城月亮岛银杉路,近金潇路嘉宇银杉",112.92446241416425,28.287730836355998,8125,78,96,3,2,1,南,6.0,1,满五年,高层,33.0,0,1,10,10,10
307,雨花红星湘府东路二段99号湘府十城,113.0309556081057,28.11677459668188,10689,102,95.43,3,2,1,南,10.0,1,满五年,高层,26.0,1,0,10,9,10
308,天心省政府友谊路长城雅苑西苑,112.97607477034393,28.1281418920574,11236,106,94.34,3,2,1,南北,12.0,1,满五年,中层,31.0,0,6,10,10,10
309,星沙松雅湖东三路118号国泰九龙湾,113.09268547802095,28.258937453011203,10310,91.8,89.04,3,2,1,南,9.0,1,满五年,高层,34.0,1,1,10,10,10
310,芙蓉马王堆远大一路976号鑫科明珠,113.03740451141282,28.19881154105849,12032,128,106.39,3,2,2,南北,11.0,1,满五年,高层,32.0,4,2,9,10,10
311,雨花红星湘府中路189号长沙奥林匹克花园,112.99363447148761,28.11205602397716,11022,136,123.4,3,2,2,南北,11.0,1,满五年,中层,11.0,2,3,10,8,10
312,"岳麓雷锋大道岳麓大道,近旺龙路金地中交麓谷香颂",112.867401944362,28.23516996395593,11195,108,96.48,3,2,1,南,5.0,1,满五年,高层,34.0,0,0,10,8,9
313,雨花阿弥岭桂花路322号凯轩云顶,113.00210228387111,28.173068765779945,10363,140,135.1,4,2,2,南北,12.0,1,满五年,中层,30.0,5,2,10,10,10
314,雨花汽车南站金海路99号颐和佳园,113.01584155607331,28.089466852708565,9713,139,143.12,3,2,2,南北,12.0,0,,低层,18.0,1,1,10,1,10
315,岳麓长郡双语中学佑母塘路799号钰龙天下,112.93093662840863,28.24799667137925,21232,320,150.72,4,2,2,南,9.0,0,满五年,中层,33.0,0,5,10,10,10
316,雨花体育新城沙湾路1088号江河双水湾,113.04295587614446,28.18953172194755,11623,125,107.55,3,2,2,南,10.0,1,满五年,低层,33.0,3,3,10,10,10
317,"望城玫瑰园银星路,近金星北路乾源国际广场",112.91388159877407,28.28140866506762,8334,62,74.4,3,2,1,南,7.0,1,满五年,低层,33.0,0,0,10,7,10
318,开福湘江世纪城湘江北路湘江世纪城鸿江苑,112.9713473471915,28.26827246893489,11009,145,131.72,3,2,2,南北,14.0,1,满五年,低层,33.0,0,0,2,0,3
319,雨花雨花区政府万家丽中路539号万科金域华府(一二期),113.03280273365858,28.142479526975258,12681,159,125.39,3,2,2,南北,11.0,1,满五年,高层,34.0,1,3,10,10,10
320,开福马厂金马路61号恒大御景半岛锦绣苑,112.97717847407009,28.2671351329329,11783,145,123.06,3,2,2,南,5.0,1,满五年,中层,46.0,0,0,4,3,10
321,"望城玫瑰园银杉路,近银星路时代倾城遇见",112.92788445842824,28.28375414234857,12800,128,100,3,2,2,南,4.0,1,满五年,高层,33.0,0,1,10,10,10
322,岳麓金星北路银杉路金茂建发泊悦,112.94868192594227,28.262358305585792,16758,248,147.99,4,2,2,南北,3.0,1,满五年,低层,6.0,0,1,10,8,10
323,岳麓含浦象嘴路368号枫华府第,112.89250115306338,28.128029609176497,7104,92,129.51,4,2,3,南北,11.0,0,满五年,高层,16.0,0,0,10,10,10
324,天心友谊路新韶东路356号富兴嘉城,112.99215025980837,28.126739149564017,12761,146.8,115.04,3,2,2,南北,7.0,0,,中层,29.0,1,3,10,3,10
325,雨花汽车南站桃花塅路608号卓越蔚蓝城邦,113.02331239483375,28.092919641537026,10512,108,102.74,3,2,2,南,6.0,1,满五年,中层,24.0,1,2,10,6,10
326,开福湘江世纪城双湾路69号双湾国际,112.97102440788788,28.278115649437083,10532,110,104.45,3,2,2,南北,8.0,1,满五年,中层,31.0,0,0,4,0,5
327,岳麓观沙岭观沙路160号八方小区(A区),112.93333502543808,28.236607194765153,34413,510,148.2,4,2,2,南,21.0,1,满五年,中层,6.0,0,2,10,10,10
328,开福开福周边教育街11号教育厅宿舍,112.97419488527994,28.204730306313053,14458,120,83,3,2,1,南北,26.0,1,满五年,,5.0,2,0,10,10,10
329,"岳麓雷锋大道近西二环,佑母塘路谷山里",112.91532983493437,28.246926036986956,11927,130,109,3,2,2,南,6.0,0,满二年,中层,16.0,0,0,2,8,10
330,"星沙开元路东一路,近望仙东路华润凤凰城(二期)",113.08582792566608,28.253194285858136,10265,108.8,106,3,2,2,南北,6.0,1,满五年,中层,34.0,1,3,10,10,10
331,星沙开元路凉塘西路1号恒广国际景园,113.05584657565525,28.24644987343603,6761,61,90.23,2,2,1,南北,11.0,1,满五年,高层,33.0,1,0,10,6,10
332,望城金星北月亮岛路润和又一城(二期),112.90726591562574,28.289695848376148,10976,122,111.16,3,2,2,南北,6.0,1,满五年,高层,33.0,0,0,10,10,10
333,"望城月亮岛金星北路,近月亮岛路长高圆梦佳苑",112.90955297332093,28.293157580763804,6634,75,113.07,3,2,2,南北,9.0,1,满五年,中层,33.0,0,0,10,10,10
334,芙蓉万家丽高岭街73号新世纪家园,113.02692132505167,28.189709532674076,8652,105,121.36,3,2,2,南,17.0,1,满五年,高层,9.0,2,2,10,10,10
335,雨花雨花亭韶山中路488号融科三万英尺,112.98758779190695,28.16123591860236,13092,178,135.97,3,2,2,南北,12.0,1,,中层,32.0,2,0,10,10,10
336,岳麓洋湖湿地公园连塘路中海阅麓山,112.92271546154238,28.11704693395709,19120,275,143.83,4,2,2,南北,4.0,1,满二年,低层,21.0,0,0,5,10,4
337,岳麓桐梓坡岳华路28号西城湾,112.93955003297933,28.217120728883895,12643,168,132.88,4,2,2,南北,13.0,1,满五年,高层,17.0,2,2,10,10,10
338,天心南湖路南湖路298号南湖嘉园,112.96952895720683,28.169271692036645,10953,150.8,137.68,4,2,2,南北,14.0,1,满五年,高层,9.0,1,1,10,5,10
339,开福山语城秀峰路69号山语城(三期),112.96621716119645,28.291449351643028,10418,115,110.39,3,2,2,南北,7.0,0,满五年,中层,34.0,0,0,7,1,10
340,雨花万家丽南路万家丽南路二段112号绿地新都会,113.02488970016653,28.075269585026266,7927,85,107.24,3,2,2,南,9.0,0,满五年,低层,32.0,4,1,10,10,10
341,岳麓长郡双语中学茶子山路318号旭辉藏郡,112.93306979070388,28.245567328481574,23172,205,88.47,3,2,1,南,12.0,0,满五年,高层,32.0,0,5,10,10,10
342,开福湘江世纪城湘江北路湘江世纪城悦江苑,112.97253289353341,28.25945335509633,12932,115.8,89.55,3,2,1,南北,18.0,1,满五年,中层,25.0,1,1,10,3,7
343,雨花雨花区政府圭塘路五矿万境水岸和苑,113.02491858960263,28.1243618575033,14486,180,124.26,3,2,2,南,8.0,1,满五年,高层,33.0,2,0,10,10,10
344,开福湘江世纪城湘江北路湘江世纪城映江苑,112.9695730365302,28.273675276084944,10413,122,117.17,3,2,2,南北,14.0,0,满五年,高层,33.0,0,0,2,0,3
345,雨花劳动中路劳动中路557号佳境天成,113.00585812488931,28.16155932004965,8563,119,138.98,3,2,2,南北,8.0,1,满五年,中层,18.0,4,2,10,10,10
346,"岳麓洋湖湿地公园潇湘南路,近洋湖路旷远洋湖18克拉",112.9380115623201,28.12025666699006,13678,159,116.25,4,2,2,南北,6.0,1,满五年,高层,33.0,1,0,10,10,10
347,岳麓桐梓坡金星中路438号湘腾城市广场,112.9302692921154,28.223088506173465,10997,130,118.22,3,2,2,南北,12.0,1,满五年,中层,14.0,1,1,10,10,10
348,雨花雨花区政府湘府东路森林城,113.03230931254349,28.139551332434493,10640,125,117.49,3,2,2,南北,9.0,1,满五年,低层,15.0,0,6,10,10,10
349,天心新开铺木莲西路中建钰和城,112.96966570089243,28.13786129459681,14885,183,122.95,3,2,2,南北,2.0,0,满五年,高层,32.0,0,2,10,6,10
350,天心友谊路新韶东路弘阳时光里,112.98600768468297,28.124177052184983,14748,192,130.19,4,2,2,南,4.0,1,满二年,高层,28.0,1,7,10,10,10
351,开福北辰三角洲湘江北路北辰三角洲奥城D2区,112.97414611010383,28.23891035538246,15664,210,134.07,3,2,2,南北,10.0,1,满五年,低层,45.0,0,5,10,5,10
352,开福四方坪学堂园路189号香樟雅郡,112.99973639076521,28.235846194849398,10564,136,128.74,4,3,2,南北,14.0,1,满五年,中层,18.0,0,2,10,10,10
353,星沙星沙大道星沙大道325号碧桂园威尼斯城(别墅),113.08097440134038,28.276343661868886,21998,680,309.12,5,3,5,东南,12.0,0,满五年,,1.0,0,0,10,10,10
354,"望城金星北银星路,近金甲冲路新华联梦想城",112.9040908762122,28.28445848943823,9845,127,129,3,2,2,南北,8.0,0,满二年,低层,11.0,0,0,10,10,10
355,雨花高桥朝晖路499号锦湘国际星城锦雅苑,113.02734599011538,28.178200466067945,11568,130,112.38,5,3,3,南,10.0,1,满五年,高层,6.0,0,1,10,8,10
356,雨花香樟路香樟路469号融科东南海,113.01301078393539,28.144909951853364,11037,115,104.2,3,2,2,南北,10.0,1,满五年,高层,34.0,1,3,10,10,10
357,望城普瑞大道普瑞大道二段888号富基世纪公园桃园,112.89564521009038,28.298306931857883,5860,79.8,136.18,3,2,2,南,5.0,0,,低层,32.0,0,0,10,1,10
358,岳麓湖南商学院咸嘉湖西路119号中央美郡,112.91845299936564,28.21620696148981,15140,186,122.86,3,2,2,南北,5.0,1,,中层,25.0,2,1,10,10,10
359,开福兴汉门蔡锷北路372号兴汉华庭,112.97667175588545,28.21331342146728,10512,116,110.36,3,2,2,南北,15.0,1,满五年,中层,9.0,1,0,10,10,10
360,天心新省政府南新韶西路398号湘江雅颂居,112.95819620727332,28.127194292218533,13901,176,126.61,3,2,2,南,11.0,0,满五年,中层,21.0,0,2,10,6,10
361,岳麓银盆岭潇湘北路1100号世茂铂翠湾(二期),112.95134614444441,28.230925714791596,19077,178,93.31,3,2,1,南,11.0,1,满五年,低层,33.0,2,1,10,10,10
362,雨花雨花亭黄土岭路368号三重星都心,112.9863985585192,28.16490549163648,13898,175,125.92,3,2,2,南北,15.0,1,满五年,中层,17.0,3,0,10,10,10
363,雨花沙子塘沙湾路德奥悦东方,113.04157627563433,28.183455261785642,14168,185,130.58,4,2,2,南,2.0,1,满二年,高层,30.0,2,1,10,10,10
364,天心黄兴路步行街坡子街216号君临国际,112.96912070355174,28.192595058782448,14751,135,91.52,2,2,1,南北,15.0,1,满五年,高层,29.0,1,1,10,10,10
365,星沙开元路开元东路华润置地广场(二期),113.10361244359903,28.250319976216808,10840,128,118.09,4,2,2,南北,6.0,1,满五年,中层,33.0,2,1,10,10,10
366,星沙星沙大道星沙大道325号碧桂园威尼斯城,113.08033793197893,28.26579330965899,6993,95,135.86,4,2,2,南,7.0,0,满五年,高层,43.0,0,2,10,10,10
367,岳麓洋湖湿地公园景园路保利天汇,112.91817744538751,28.120174622084225,17888,200,111.81,3,2,2,南北,1.0,1,,低层,25.0,0,0,3,5,2
